"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WESD"
"USC00200228","ANN ARBOR SE, MI US","2017-03-22","0.00","0.0","0",,"56","19","19",
"USC00200228","ANN ARBOR SE, MI US","2017-03-23","0.00","0.0","0",,"38","16","16",
"USC00200228","ANN ARBOR SE, MI US","2017-03-24","0.46","0.0","0",,"45","16","41",
"USC00200228","ANN ARBOR SE, MI US","2017-03-25","0.00","0.0","0",,"77","41","43",
"USC00200228","ANN ARBOR SE, MI US","2017-03-26","0.03","0.0","0",,"45","39","39",
"USC00200228","ANN ARBOR SE, MI US","2017-03-27","0.36","0.0","0",,"52","39","50",
"USC00200228","ANN ARBOR SE, MI US","2017-03-28","0.00","0.0","0",,"61","43","43",
"USC00200228","ANN ARBOR SE, MI US","2017-03-29","0.00","0.0","0",,"48","27","27",
"USC00200228","ANN ARBOR SE, MI US","2017-03-30","0.04","0.0","0",,"58","27","40",
"USC00200228","ANN ARBOR SE, MI US","2017-03-31","1.49","0.0","0",,"40","36","39",
"USC00200228","ANN ARBOR SE, MI US","2017-04-01","0.02","0.0","0",,"42","36","36",
"USC00200228","ANN ARBOR SE, MI US","2017-04-02","0.00","0.0","0",,"57","31","31",
"USC00200228","ANN ARBOR SE, MI US","2017-04-03","0.00","0.0","0",,"61","31","46",
"USC00200228","ANN ARBOR SE, MI US","2017-04-04","0.38","0.0","0",,"56","46","53",
"USC00200228","ANN ARBOR SE, MI US","2017-04-05","0.00","0.0","0",,"54","36","38",
"USC00200228","ANN ARBOR SE, MI US","2017-04-06","0.96","0.0","0",,"49","38","40",
"USC00200228","ANN ARBOR SE, MI US","2017-04-07","0.45","0.8","0",,"40","33","34",
"USC00200228","ANN ARBOR SE, MI US","2017-04-08","0.00","0.0","0",,"52","28","28",
"USC00200228","ANN ARBOR SE, MI US","2017-04-09","0.00","0.0","0",,"62","28","46",
"USC00200228","ANN ARBOR SE, MI US","2017-04-10","0.00","0.0","0",,"76","46","58",
"USC00200228","ANN ARBOR SE, MI US","2017-04-11","0.93","0.0","0",,"74","52","53",
"USC00200228","ANN ARBOR SE, MI US","2017-04-12","0.00","0.0","0",,"64","43","44",
"USC00200228","ANN ARBOR SE, MI US","2017-04-13","0.00","0.0","0",,"60","42","43",
"USC00200228","ANN ARBOR SE, MI US","2017-04-14","0.00","0.0","0",,"53","42","42",
"USC00200228","ANN ARBOR SE, MI US","2017-04-15","0.06","0.0","0",,"65","42","47",
"USC00200228","ANN ARBOR SE, MI US","2017-04-16","0.00","0.0","0",,"83","47","62",
"USC00200228","ANN ARBOR SE, MI US","2017-04-17","0.00","0.0","0",,"73","40","41",
"USC00200228","ANN ARBOR SE, MI US","2017-04-18","0.00","0.0","0",,"70","36","38",
"USC00200228","ANN ARBOR SE, MI US","2017-04-19","0.00","0.0","0",,"68","38","55",
"USC00200228","ANN ARBOR SE, MI US","2017-04-20","0.30","0.0","0",,"76","47","48",
"USC00200228","ANN ARBOR SE, MI US","2017-04-21","0.88","0.0","0",,"64","48","48",
"USC00200228","ANN ARBOR SE, MI US","2017-04-22","0.00","0.0","0",,"52","35","38",
"USC00200228","ANN ARBOR SE, MI US","2017-04-23","0.00","0.0","0",,"63","31","33",
"USC00200228","ANN ARBOR SE, MI US","2017-04-24","0.00","0.0","0",,"71","33","40",
"USC00200228","ANN ARBOR SE, MI US","2017-04-25","0.00","0.0","0",,"72","40","50",
"USC00200228","ANN ARBOR SE, MI US","2017-04-26","0.00","0.0","0",,"73","50","54",
"USC00200228","ANN ARBOR SE, MI US","2017-04-27","0.04","0.0","0",,"84","54","67",
"USC00200228","ANN ARBOR SE, MI US","2017-04-28","0.10","0.0","0",,"69","41","44",
"USC00200228","ANN ARBOR SE, MI US","2017-04-29","0.00","0.0","0",,"64","44","51",
"USC00200228","ANN ARBOR SE, MI US","2017-04-30","0.44","0.0","0",,"52","40","44",
"USC00200228","ANN ARBOR SE, MI US","2017-05-01","0.21","0.0","0",,"60","44","60",
"USC00200228","ANN ARBOR SE, MI US","2017-05-02","0.04","0.0","0",,"68","43","44",
"USC00200228","ANN ARBOR SE, MI US","2017-05-03","0.03","0.0","0",,"50","37","38",
"USC00200228","ANN ARBOR SE, MI US","2017-05-04","0.04","0.0","0",,"63","38","44",
"USC00200228","ANN ARBOR SE, MI US","2017-05-05","1.06","0.0","0",,"46","42","42",
"USC00200228","ANN ARBOR SE, MI US","2017-05-06","0.61","0.0","0",,"47","39","41",
"USC00200228","ANN ARBOR SE, MI US","2017-05-07","0.00","0.0","0",,"60","36","37",
"USC00200228","ANN ARBOR SE, MI US","2017-05-08","0.00","0.0","0",,"57","32","33",
"USC00200228","ANN ARBOR SE, MI US","2017-05-09","0.00","0.0","0",,"59","29","32",
"USC00200228","ANN ARBOR SE, MI US","2017-05-10","0.00","0.0","0",,"66","32","43",
"USC00200228","ANN ARBOR SE, MI US","2017-05-11","0.14","0.0","0",,"70","43","46",
"USC00200228","ANN ARBOR SE, MI US","2017-05-12","0.00","0.0","0",,"68","37","42",
"USC00200228","ANN ARBOR SE, MI US","2017-05-13","0.00","0.0","0",,"70","42","44",
"USC00200228","ANN ARBOR SE, MI US","2017-05-14","0.00","0.0","0",,"74","44","54",
"USC00200228","ANN ARBOR SE, MI US","2017-05-15","0.00","0.0","0",,"70","37","41",
"USC00200228","ANN ARBOR SE, MI US","2017-05-16","0.03","0.0","0",,"74","41","55",
"USC00200228","ANN ARBOR SE, MI US","2017-05-17","0.00","0.0","0",,"87","55","67",
"USC00200228","ANN ARBOR SE, MI US","2017-05-18","0.00","0.0","0",,"87","67","70",
"USC00200228","ANN ARBOR SE, MI US","2017-05-19","0.00","0.0","0",,"87","45","46",
"USC00200228","ANN ARBOR SE, MI US","2017-05-20","0.03","0.0","0",,"56","46","50",
"USC00200228","ANN ARBOR SE, MI US","2017-05-21","0.67","0.0","0",,"68","50","55",
"USC00200228","ANN ARBOR SE, MI US","2017-05-22","0.23","0.0","0",,"77","49","50",
"USC00200228","ANN ARBOR SE, MI US","2017-05-23","0.00","0.0","0",,"71","50","56",
"USC00200228","ANN ARBOR SE, MI US","2017-05-24","0.05","0.0","0",,"77","53","55",
"USC00200228","ANN ARBOR SE, MI US","2017-05-25","0.50","0.0","0",,"71","55","57",
"USC00200228","ANN ARBOR SE, MI US","2017-05-26","0.04","0.0","0",,"62","54","55",
"USC00200228","ANN ARBOR SE, MI US","2017-05-27","0.02","0.0","0",,"70","55","58",
"USC00200228","ANN ARBOR SE, MI US","2017-05-28","0.00","0.0","0",,"77","54","57",
"USC00200228","ANN ARBOR SE, MI US","2017-05-29","0.37","0.0","0",,"82","52","54",
"USC00200228","ANN ARBOR SE, MI US","2017-05-30","0.07","0.0","0",,"79","48","51",
"USC00200228","ANN ARBOR SE, MI US","2017-05-31","0.03","0.0","0",,"74","50","55",
"USC00200228","ANN ARBOR SE, MI US","2017-06-01","0.00","0.0","0",,"73","46","52",
"USC00200228","ANN ARBOR SE, MI US","2017-06-02","0.00","0.0","0",,"75","46","52",
"USC00200228","ANN ARBOR SE, MI US","2017-06-03","0.00","0.0","0",,"81","48","56",
"USC00200228","ANN ARBOR SE, MI US","2017-06-04","0.00","0.0","0",,"82","56","66",
"USC00200228","ANN ARBOR SE, MI US","2017-06-05","0.00","0.0","0",,"86","58","60",
"USC00200228","ANN ARBOR SE, MI US","2017-06-06","0.00","0.0","0",,"70","50","53",
"USC00200228","ANN ARBOR SE, MI US","2017-06-07","0.00","0.0","0",,"70","49","51",
"USC00200228","ANN ARBOR SE, MI US","2017-06-08","0.00","0.0","0",,"76","44","48",
"USC00200228","ANN ARBOR SE, MI US","2017-06-09","0.02","0.0","0",,"80","48","56",
"USC00200228","ANN ARBOR SE, MI US","2017-06-10","0.03","0.0","0",,"82","56","63",
"USC00200228","ANN ARBOR SE, MI US","2017-06-11","0.00","0.0","0",,"88","63","67",
"USC00200228","ANN ARBOR SE, MI US","2017-06-12","0.00","0.0","0",,"90","62","68",
"USC00200228","ANN ARBOR SE, MI US","2017-06-13","0.00","0.0","0",,"92","68","72",
"USC00200228","ANN ARBOR SE, MI US","2017-06-14","0.00","0.0","0",,"90","65","66",
"USC00200228","ANN ARBOR SE, MI US","2017-06-15","0.06","0.0","0",,"87","66","68",
"USC00200228","ANN ARBOR SE, MI US","2017-06-16","0.00","0.0","0",,"88","60","64",
"USC00200228","ANN ARBOR SE, MI US","2017-06-17","0.00","0.0","0",,"87","61","67",
"USC00200228","ANN ARBOR SE, MI US","2017-06-18","0.01","0.0","0",,"89","67","74",
"USC00200228","ANN ARBOR SE, MI US","2017-06-19","0.02","0.0","0",,"84","55","59",
"USC00200228","ANN ARBOR SE, MI US","2017-06-20","0.01","0.0","0",,"80","55","58",
"USC00200228","ANN ARBOR SE, MI US","2017-06-21","0.04","0.0","0",,"79","52","55",
"USC00200228","ANN ARBOR SE, MI US","2017-06-22","0.43","0.0","0",,"78","55","60",
"USC00200228","ANN ARBOR SE, MI US","2017-06-23","0.22","0.0","0",,"87","60","70",
"USC00200228","ANN ARBOR SE, MI US","2017-06-24","0.11","0.0","0",,"80","58","61",
"USC00200228","ANN ARBOR SE, MI US","2017-06-25","0.01","0.0","0",,"77","51","56",
"USC00200228","ANN ARBOR SE, MI US","2017-06-26","0.00","0.0","0",,"72","50","56",
"USC00200228","ANN ARBOR SE, MI US","2017-06-27","0.03","0.0","0",,"71","49","52",
"USC00200228","ANN ARBOR SE, MI US","2017-06-28","0.00","0.0","0",,"73","45","50",
"USC00200228","ANN ARBOR SE, MI US","2017-06-29","0.03","0.0","0",,"78","50","67",
"USC00200228","ANN ARBOR SE, MI US","2017-06-30","0.20","0.0","0",,"86","66","67",
"USC00200228","ANN ARBOR SE, MI US","2017-07-01","0.22","0.0","0",,"86","66","67",
"USC00200228","ANN ARBOR SE, MI US","2017-07-02","0.00","0.0","0",,"84","58","62",
"USC00200228","ANN ARBOR SE, MI US","2017-07-03","0.22","0.0","0",,"84","62","65",
"USC00200228","ANN ARBOR SE, MI US","2017-07-04","0.00","0.0","0",,"82","55","59",
"USC00200228","ANN ARBOR SE, MI US","2017-07-05","0.00","0.0","0",,"83","53","58",
"USC00200228","ANN ARBOR SE, MI US","2017-07-06","0.00","0.0","0",,"85","56","60",
"USC00200228","ANN ARBOR SE, MI US","2017-07-07","0.93","0.0","0",,"87","60","65",
"USC00200228","ANN ARBOR SE, MI US","2017-07-08","0.36","0.0","0",,"83","60","61",
"USC00200228","ANN ARBOR SE, MI US","2017-07-09","0.00","0.0","0",,"77","51","54",
"USC00200228","ANN ARBOR SE, MI US","2017-07-10","0.00","0.0","0",,"82","54","65",
"USC00200228","ANN ARBOR SE, MI US","2017-07-11","0.68","0.0","0",,"77","65","69",
"USC00200228","ANN ARBOR SE, MI US","2017-07-12","0.16","0.0","0",,"86","69","71",
"USC00200228","ANN ARBOR SE, MI US","2017-07-13","0.25","0.0","0",,"84","70","72",
"USC00200228","ANN ARBOR SE, MI US","2017-07-14","0.00","0.0","0",,"82","65","66",
"USC00200228","ANN ARBOR SE, MI US","2017-07-15","0.00","0.0","0",,"81","57","60",
"USC00200228","ANN ARBOR SE, MI US","2017-07-16","0.00","0.0","0",,"80","59","62",
"USC00200228","ANN ARBOR SE, MI US","2017-07-17","0.00","0.0","0",,"79","55","58",
"USC00200228","ANN ARBOR SE, MI US","2017-07-18","0.00","0.0","0",,"81","57","60",
"USC00200228","ANN ARBOR SE, MI US","2017-07-19","0.00","0.0","0",,"87","60","67",
"USC00200228","ANN ARBOR SE, MI US","2017-07-20","0.00","0.0","0",,"90","67","72",
"USC00200228","ANN ARBOR SE, MI US","2017-07-21","0.00","0.0","0",,"87","66","69",
"USC00200228","ANN ARBOR SE, MI US","2017-07-22","0.03","0.0","0",,"89","69","71",
"USC00200228","ANN ARBOR SE, MI US","2017-07-23","0.08","0.0","0",,"87","66","67",
"USC00200228","ANN ARBOR SE, MI US","2017-07-24","0.00","0.0","0",,"85","62","63",
"USC00200228","ANN ARBOR SE, MI US","2017-07-25","0.00","0.0","0",,"75","48","50",
"USC00200228","ANN ARBOR SE, MI US","2017-07-26","0.00","0.0","0",,"81","50","59",
"USC00200228","ANN ARBOR SE, MI US","2017-07-27","0.00","0.0","0",,"81","59","65",
"USC00200228","ANN ARBOR SE, MI US","2017-07-28","0.00","0.0","0",,"86","60","62",
"USC00200228","ANN ARBOR SE, MI US","2017-07-29","0.00","0.0","0",,"80","53","58",
"USC00200228","ANN ARBOR SE, MI US","2017-07-30","0.00","0.0","0",,"83","54","55",
"USC00200228","ANN ARBOR SE, MI US","2017-07-31","0.00","0.0","0",,"85","55","56",
"USC00200228","ANN ARBOR SE, MI US","2017-08-01","0.00","0.0","0",,"87","56","60",
"USC00200228","ANN ARBOR SE, MI US","2017-08-02","0.00","0.0","0",,"87","60","62",
"USC00200228","ANN ARBOR SE, MI US","2017-08-03","0.00","0.0","0",,"88","61","62",
"USC00200228","ANN ARBOR SE, MI US","2017-08-04","0.11","0.0","0",,"88","62","65",
"USC00200228","ANN ARBOR SE, MI US","2017-08-05","0.01","0.0","0",,"72","53","54",
"USC00200228","ANN ARBOR SE, MI US","2017-08-06","0.00","0.0","0",,"78","53","56",
"USC00200228","ANN ARBOR SE, MI US","2017-08-07","0.00","0.0","0",,"78","55","58",
"USC00200228","ANN ARBOR SE, MI US","2017-08-08","0.00","0.0","0",,"78","50","51",
"USC00200228","ANN ARBOR SE, MI US","2017-08-09","0.00","0.0","0",,"82","51","54",
"USC00200228","ANN ARBOR SE, MI US","2017-08-10","0.00","0.0","0",,"84","54","56",
"USC00200228","ANN ARBOR SE, MI US","2017-08-11","0.04","0.0","0",,"86","56","63",
"USC00200228","ANN ARBOR SE, MI US","2017-08-12","0.03","0.0","0",,"84","59","60",
"USC00200228","ANN ARBOR SE, MI US","2017-08-13","0.02","0.0","0",,"79","53","54",
"USC00200228","ANN ARBOR SE, MI US","2017-08-14","0.00","0.0","0",,"81","54","57",
"USC00200228","ANN ARBOR SE, MI US","2017-08-15","0.05","0.0","0",,"85","57","63",
"USC00200228","ANN ARBOR SE, MI US","2017-08-16","0.27","0.0","0",,"82","59","60",
"USC00200228","ANN ARBOR SE, MI US","2017-08-17","0.28","0.0","0",,"86","60","69",
"USC00200228","ANN ARBOR SE, MI US","2017-08-18","0.42","0.0","0",,"83","66","66",
"USC00200228","ANN ARBOR SE, MI US","2017-08-19","0.00","0.0","0",,"79","59","62",
"USC00200228","ANN ARBOR SE, MI US","2017-08-20","0.00","0.0","0",,"79","54","55",
"USC00200228","ANN ARBOR SE, MI US","2017-08-21","0.00","0.0","0",,"86","55","65",
"USC00200228","ANN ARBOR SE, MI US","2017-08-22","0.01","0.0","0",,"88","65","71",
"USC00200228","ANN ARBOR SE, MI US","2017-08-23","0.03","0.0","0",,"80","54","55",
"USC00200228","ANN ARBOR SE, MI US","2017-08-24","0.00","0.0","0",,"77","48","49",
"USC00200228","ANN ARBOR SE, MI US","2017-08-25","0.00","0.0","0",,"68","45","45",
"USC00200228","ANN ARBOR SE, MI US","2017-08-26","0.00","0.0","0",,"73","44","45",
"USC00200228","ANN ARBOR SE, MI US","2017-08-27","0.00","0.0","0",,"76","45","56",
"USC00200228","ANN ARBOR SE, MI US","2017-08-28","0.00","0.0","0",,"78","56","60",
"USC00200228","ANN ARBOR SE, MI US","2017-08-29","0.66","0.0","0",,"69","59","62",
"USC00200228","ANN ARBOR SE, MI US","2017-08-30","0.85","0.0","0",,"73","58","58",
"USC00200228","ANN ARBOR SE, MI US","2017-08-31","0.00","0.0","0",,"80","57","59",
"USC00200228","ANN ARBOR SE, MI US","2017-09-01","0.00","0.0","0",,"71","45","45",
"USC00200228","ANN ARBOR SE, MI US","2017-09-02","0.00","0.0","0",,"66","45","50",
"USC00200228","ANN ARBOR SE, MI US","2017-09-03","0.04","0.0","0",,"71","50","55",
"USC00200228","ANN ARBOR SE, MI US","2017-09-04","0.00","0.0","0",,"77","52","56",
"USC00200228","ANN ARBOR SE, MI US","2017-09-05","0.29","0.0","0",,"83","52","54",
"USC00200228","ANN ARBOR SE, MI US","2017-09-06","0.03","0.0","0",,"70","44","44",
"USC00200228","ANN ARBOR SE, MI US","2017-09-07","0.00","0.0","0",,"67","44","47",
"USC00200228","ANN ARBOR SE, MI US","2017-09-08","0.20","0.0","0",,"68","47","50",
"USC00200228","ANN ARBOR SE, MI US","2017-09-09","0.00","0.0","0",,"67","39","39",
"USC00200228","ANN ARBOR SE, MI US","2017-09-10","0.00","0.0","0",,"67","39","40",
"USC00200228","ANN ARBOR SE, MI US","2017-09-11","0.00","0.0","0",,"71","40","45",
"USC00200228","ANN ARBOR SE, MI US","2017-09-12","0.00","0.0","0",,"74","45","45",
"USC00200228","ANN ARBOR SE, MI US","2017-09-13","0.00","0.0","0",,"77","45","55",
"USC00200228","ANN ARBOR SE, MI US","2017-09-14","0.04","0.0","0",,"73","50","50",
"USC00200228","ANN ARBOR SE, MI US","2017-09-15","0.00","0.0","0",,"79","50","53",
"USC00200228","ANN ARBOR SE, MI US","2017-09-16","0.00","0.0","0",,"82","53","53",
"USC00200228","ANN ARBOR SE, MI US","2017-09-17","0.00","0.0","0",,"82","53","55",
"USC00200228","ANN ARBOR SE, MI US","2017-09-18","0.00","0.0","0",,"86","55","67",
"USC00200228","ANN ARBOR SE, MI US","2017-09-19","0.01","0.0","0",,"76","62","62",
"USC00200228","ANN ARBOR SE, MI US","2017-09-20","0.15","0.0","0",,"73","62","66",
"USC00200228","ANN ARBOR SE, MI US","2017-09-21","0.00","0.0","0",,"84","63","64",
"USC00200228","ANN ARBOR SE, MI US","2017-09-22","0.00","0.0","0",,"92","64","64",
"USC00200228","ANN ARBOR SE, MI US","2017-09-23","0.00","0.0","0",,"92","59","60",
"USC00200228","ANN ARBOR SE, MI US","2017-09-24","0.00","0.0","0",,"92","59","59",
"USC00200228","ANN ARBOR SE, MI US","2017-09-25","0.00","0.0","0",,"91","59","61",
"USC00200228","ANN ARBOR SE, MI US","2017-09-26","0.00","0.0","0",,"91","61","62",
"USC00200228","ANN ARBOR SE, MI US","2017-09-27","0.00","0.0","0",,"91","62","68",
"USC00200228","ANN ARBOR SE, MI US","2017-09-28","0.01","0.0","0",,"78","45","45",
"USC00200228","ANN ARBOR SE, MI US","2017-09-29","0.06","0.0","0",,"66","45","52",
"USC00200228","ANN ARBOR SE, MI US","2017-09-30","0.00","0.0","0",,"68","42","43",
"USC00200228","ANN ARBOR SE, MI US","2017-10-01","0.00","0.0","0",,"66","36","36",
"USC00200228","ANN ARBOR SE, MI US","2017-10-02","0.00","0.0","0",,"70","36","40",
"USC00200228","ANN ARBOR SE, MI US","2017-10-03","0.00","0.0","0",,"77","40","45",
"USC00200228","ANN ARBOR SE, MI US","2017-10-04","0.00","0.0","0",,"85","45","68",
"USC00200228","ANN ARBOR SE, MI US","2017-10-05","0.02","0.0","0",,"78","46","46",
"USC00200228","ANN ARBOR SE, MI US","2017-10-06","0.16","0.0","0",,"77","46","55",
"USC00200228","ANN ARBOR SE, MI US","2017-10-07","0.52","0.0","0",,"63","55","61",
"USC00200228","ANN ARBOR SE, MI US","2017-10-08","0.18","0.0","0",,"83","60","61",
"USC00200228","ANN ARBOR SE, MI US","2017-10-09","0.19","0.0","0",,"76","61","61",
"USC00200228","ANN ARBOR SE, MI US","2017-10-10","0.00","0.0","0",,"78","51","52",
"USC00200228","ANN ARBOR SE, MI US","2017-10-11","0.70","0.0","0",,"70","51","51",
"USC00200228","ANN ARBOR SE, MI US","2017-10-12","0.76","0.0","0",,"52","49","49",
"USC00200228","ANN ARBOR SE, MI US","2017-10-13","0.07","0.0","0",,"56","49","55",
"USC00200228","ANN ARBOR SE, MI US","2017-10-14","0.00","0.0","0",,"71","55","59",
"USC00200228","ANN ARBOR SE, MI US","2017-10-15","0.49","0.0","0",,"66","59","66",
"USC00200228","ANN ARBOR SE, MI US","2017-10-16","0.03","0.0","0",,"71","39","43",
"USC00200228","ANN ARBOR SE, MI US","2017-10-17","0.00","0.0","0",,"58","38","40",
"USC00200228","ANN ARBOR SE, MI US","2017-10-18","0.00","0.0","0",,"69","40","41",
"USC00200228","ANN ARBOR SE, MI US","2017-10-19","0.00","0.0","0",,"70","41","47",
"USC00200228","ANN ARBOR SE, MI US","2017-10-20","0.00","0.0","0",,"69","37","39",
"USC00200228","ANN ARBOR SE, MI US","2017-10-21","0.00","0.0","0",,"75","39","46",
"USC00200228","ANN ARBOR SE, MI US","2017-10-22","0.00","0.0","0",,"74","45","45",
"USC00200228","ANN ARBOR SE, MI US","2017-10-23","0.00","0.0","0",,"79","45","57",
"USC00200228","ANN ARBOR SE, MI US","2017-10-24","0.86","0.0","0",,"64","46","48",
"USC00200228","ANN ARBOR SE, MI US","2017-10-25","0.23","0.0","0",,"53","41","41",
"USC00200228","ANN ARBOR SE, MI US","2017-10-26","0.01","0.0","0",,"51","28","28",
"USC00200228","ANN ARBOR SE, MI US","2017-10-27","0.00","0.0","0",,"55","28","44",
"USC00200228","ANN ARBOR SE, MI US","2017-10-28","0.39","0.0","0",,"56","35","35",
"USC00200228","ANN ARBOR SE, MI US","2017-10-29","0.00","0.0","0",,"44","33","36",
"USC00200228","ANN ARBOR SE, MI US","2017-10-30","0.00","0.0","0",,"45","35","37",
"USC00200228","ANN ARBOR SE, MI US","2017-10-31","0.10","0.2","0",,"47","37","37",
"USC00200228","ANN ARBOR SE, MI US","2017-11-01","0.00","0.0","0",,"43","32","34",
"USC00200228","ANN ARBOR SE, MI US","2017-11-02","0.56","0.0","0",,"50","34","48",
"USC00200228","ANN ARBOR SE, MI US","2017-11-03","0.30","0.0","0",,"58","42","42",
"USC00200228","ANN ARBOR SE, MI US","2017-11-04","0.00","0.0","0",,"50","34","38",
"USC00200228","ANN ARBOR SE, MI US","2017-11-05","0.45","0.0","0",,"52","38","50",
"USC00200228","ANN ARBOR SE, MI US","2017-11-06","0.28","0.0","0",,"62","42","42",
"USC00200228","ANN ARBOR SE, MI US","2017-11-07","0.00","0.0","0",,"46","33","33",
"USC00200228","ANN ARBOR SE, MI US","2017-11-08","0.00","0.0","0",,"49","24","24",
"USC00200228","ANN ARBOR SE, MI US","2017-11-09","0.00","0.0","0",,"50","24","31",
"USC00200228","ANN ARBOR SE, MI US","2017-11-10","0.02","0.3","0",,"49","17","17",
"USC00200228","ANN ARBOR SE, MI US","2017-11-11","0.00","0.0","0",,"30","17","23",
"USC00200228","ANN ARBOR SE, MI US","2017-11-12","0.01","0.0","0",,"37","23","31",
"USC00200228","ANN ARBOR SE, MI US","2017-11-13","0.36","0.0","0",,"37","31","34",
"USC00200228","ANN ARBOR SE, MI US","2017-11-14","0.00","0.0","0",,"43","28","28",
"USC00200228","ANN ARBOR SE, MI US","2017-11-15","0.00","0.0","0",,"47","28","37",
"USC00200228","ANN ARBOR SE, MI US","2017-11-16","0.28","0.0","0",,"46","37","37",
"USC00200228","ANN ARBOR SE, MI US","2017-11-17","0.00","0.0","0",,"40","29","33",
"USC00200228","ANN ARBOR SE, MI US","2017-11-18","0.83","0.0","0",,"43","33","42",
"USC00200228","ANN ARBOR SE, MI US","2017-11-19","0.93","0.2","0",,"45","33","34",
"USC00200228","ANN ARBOR SE, MI US","2017-11-20","0.03","0.7","0",,"36","27","27",
"USC00200228","ANN ARBOR SE, MI US","2017-11-21","0.00","0.0","0",,"48","27","38",
"USC00200228","ANN ARBOR SE, MI US","2017-11-22","0.08","0.0","0",,"50","28","28",
"USC00200228","ANN ARBOR SE, MI US","2017-11-23","0.00","0.0","0",,"37","22","25",
"USC00200228","ANN ARBOR SE, MI US","2017-11-24","0.00","0.0","0",,"40","25","29",
"USC00200228","ANN ARBOR SE, MI US","2017-11-25","0.00","0.0","0",,"54","29","48",
"USC00200228","ANN ARBOR SE, MI US","2017-11-26","0.00","0.0","0",,"50","22","22",
"USC00200228","ANN ARBOR SE, MI US","2017-11-27","0.00","0.0","0",,"45","22","29",
"USC00200228","ANN ARBOR SE, MI US","2017-11-28","0.00","0.0","0",,"51","29","42",
"USC00200228","ANN ARBOR SE, MI US","2017-11-29","0.00","0.0","0",,"65","32","32",
"USC00200228","ANN ARBOR SE, MI US","2017-11-30","0.00","0.0","0",,"50","26","36",
"USC00200228","ANN ARBOR SE, MI US","2017-12-01","0.13","0.0","0",,"51","23","23",
"USC00200228","ANN ARBOR SE, MI US","2017-12-02","0.00","0.0","0",,"48","23","29",
"USC00200228","ANN ARBOR SE, MI US","2017-12-03","0.00","0.0","0",,"51","27","29",
"USC00200228","ANN ARBOR SE, MI US","2017-12-04","0.00","0.0","0",,"56","29","39",
"USC00200228","ANN ARBOR SE, MI US","2017-12-05","0.02","0.0","0",,"57","39","42",
"USC00200228","ANN ARBOR SE, MI US","2017-12-06","0.00","0.0","0",,"42","25","26",
"USC00200228","ANN ARBOR SE, MI US","2017-12-07","0.01","0.1","0",,"40","26","27",
"USC00200228","ANN ARBOR SE, MI US","2017-12-08","0.06","1.5","1",,"30","18","18",
"USC00200228","ANN ARBOR SE, MI US","2017-12-09","0.05","0.7","1",,"33","18","22",
"USC00200228","ANN ARBOR SE, MI US","2017-12-10","0.10","1.6","2",,"28","22","25",
"USC00200228","ANN ARBOR SE, MI US","2017-12-11","0.00","0.0","2",,"28","23","23","0.1"
"USC00200228","ANN ARBOR SE, MI US","2017-12-12","0.33","5.0","5",,"30","19","19",
"USC00200228","ANN ARBOR SE, MI US","2017-12-13","0.00","0.0","5",,"22","12","16",
"USC00200228","ANN ARBOR SE, MI US","2017-12-14","0.52","6.8","10",,"23","12","12",
"USC00200228","ANN ARBOR SE, MI US","2017-12-15","0.00","0.1","9",,"23","7","17",
"USC00200228","ANN ARBOR SE, MI US","2017-12-16","0.07","1.5","8",,"31","17","31",
"USC00200228","ANN ARBOR SE, MI US","2017-12-17","0.00","0.0","6",,"38","21","24",
"USC00200228","ANN ARBOR SE, MI US","2017-12-18","0.00","0.0","5",,"37","24","36","0.7"
"USC00200228","ANN ARBOR SE, MI US","2017-12-19","0.04","0.0","2",,"41","36","37",
"USC00200228","ANN ARBOR SE, MI US","2017-12-20","0.00","0.0","1",,"48","27","27",
"USC00200228","ANN ARBOR SE, MI US","2017-12-21","0.00","0.0","0",,"35","24","28",
"USC00200228","ANN ARBOR SE, MI US","2017-12-22","0.00","0.0","0",,"35","28","32",
"USC00200228","ANN ARBOR SE, MI US","2017-12-23","0.03","0.3","1",,"36","31","31",
"USC00200228","ANN ARBOR SE, MI US","2017-12-24","0.03","0.3","0",,"37","18","18",
"USC00200228","ANN ARBOR SE, MI US","2017-12-25","0.38","4.2","5",,"24","14","20","0.4"
"USC00200228","ANN ARBOR SE, MI US","2017-12-26","0.14","3.4","6",,"24","3","4",
"USC00200228","ANN ARBOR SE, MI US","2017-12-27","0.01","0.2","6",,"14","-6","0",
"USC00200228","ANN ARBOR SE, MI US","2017-12-28","0.00","0.0","5",,"13","-10","-7",
"USC00200228","ANN ARBOR SE, MI US","2017-12-29","0.07","0.9","6",,"16","-7","9",
"USC00200228","ANN ARBOR SE, MI US","2017-12-30","0.07","0.9","7",,"20","9","13",
"USC00200228","ANN ARBOR SE, MI US","2017-12-31","0.02","0.4","6",,"18","1","4",
"USC00200228","ANN ARBOR SE, MI US","2018-01-01","0.00","0.1","6",,"17","-4","7",
"USC00200228","ANN ARBOR SE, MI US","2018-01-02","0.00","0.0","6",,"14","7","7",
"USC00200228","ANN ARBOR SE, MI US","2018-01-03","0.00","0.1","6",,"17","0","2",
"USC00200228","ANN ARBOR SE, MI US","2018-01-04","0.05","1.3","7",,"16","2","7",
"USC00200228","ANN ARBOR SE, MI US","2018-01-05","0.00","0.1","7",,"13","-4","-3",
