"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WESD"
"USC00200228","ANN ARBOR SE, MI US","2013-01-01","0.00","0.0","5",,"35","22","22",
"USC00200228","ANN ARBOR SE, MI US","2013-01-02","0.00","0.0","4",,"27","8","10",
"USC00200228","ANN ARBOR SE, MI US","2013-01-03","0.00","0.0","4",,"26","9","14",
"USC00200228","ANN ARBOR SE, MI US","2013-01-04","0.00","0.0","4",,"29","14","24",
"USC00200228","ANN ARBOR SE, MI US","2013-01-05","0.00","0.0","4",,"31","15","16",
"USC00200228","ANN ARBOR SE, MI US","2013-01-06","0.03","0.8","5",,"33","15","33",
"USC00200228","ANN ARBOR SE, MI US","2013-01-07","0.01","0.0","4",,"35","29","29","0.6"
"USC00200228","ANN ARBOR SE, MI US","2013-01-08","0.00","0.0","4",,"36","19","20",
"USC00200228","ANN ARBOR SE, MI US","2013-01-09","0.00","0.0","3",,"36","20","36",
"USC00200228","ANN ARBOR SE, MI US","2013-01-10","0.00","0.0","2",,"47","20","20",
"USC00200228","ANN ARBOR SE, MI US","2013-01-11","0.67","0.0","1",,"41","20","36",
"USC00200228","ANN ARBOR SE, MI US","2013-01-12","0.07","0.0","0",,"58","36","44",
"USC00200228","ANN ARBOR SE, MI US","2013-01-13","0.58","0.0","0",,"60","38","38",
"USC00200228","ANN ARBOR SE, MI US","2013-01-14","0.15","0.0","0",,"40","24","24",
"USC00200228","ANN ARBOR SE, MI US","2013-01-15","0.00","0.0","0",,"27","12","13",
"USC00200228","ANN ARBOR SE, MI US","2013-01-16","0.00","0.0","0",,"31","13","21",
"USC00200228","ANN ARBOR SE, MI US","2013-01-17","0.00","0.0","0",,"39","21","30",
"USC00200228","ANN ARBOR SE, MI US","2013-01-18","0.00","0.0","0",,"38","17","17",
"USC00200228","ANN ARBOR SE, MI US","2013-01-19","0.00","0.0","0",,"37","15","36",
"USC00200228","ANN ARBOR SE, MI US","2013-01-20","0.00","0.0","0",,"49","19","19",
"USC00200228","ANN ARBOR SE, MI US","2013-01-21","0.00","0.1","0",,"24","16","18",
"USC00200228","ANN ARBOR SE, MI US","2013-01-22","0.08","2.3","1",,"18","-4","-3",
"USC00200228","ANN ARBOR SE, MI US","2013-01-23","0.02","0.2","1",,"12","-3","4",
"USC00200228","ANN ARBOR SE, MI US","2013-01-24","0.02","0.4","1",,"18","4","8",
"USC00200228","ANN ARBOR SE, MI US","2013-01-25","0.02","0.2","1",,"23","8","15",
"USC00200228","ANN ARBOR SE, MI US","2013-01-26","0.16","3.6","5",,"22","15","21",
"USC00200228","ANN ARBOR SE, MI US","2013-01-27","0.00","0.1","4",,"26","10","13","0.3"
"USC00200228","ANN ARBOR SE, MI US","2013-01-28","0.55","2.4","4",,"34","11","34","0.6"
"USC00200228","ANN ARBOR SE, MI US","2013-01-29","0.12","0.0","1",,"44","34","37",
"USC00200228","ANN ARBOR SE, MI US","2013-01-30","0.81","0.0","0",,"61","37","49",
"USC00200228","ANN ARBOR SE, MI US","2013-01-31","0.24","0.3","0",,"53","22","22",
"USC00200228","ANN ARBOR SE, MI US","2013-02-01","0.06","2.0","1",,"23","13","13",
"USC00200228","ANN ARBOR SE, MI US","2013-02-02","0.04","1.0","1",,"19","9","15",
"USC00200228","ANN ARBOR SE, MI US","2013-02-03","0.07","2.6","3",,"23","2","8",
"USC00200228","ANN ARBOR SE, MI US","2013-02-04","0.02","0.6","2",,"23","8","17","0.1"
"USC00200228","ANN ARBOR SE, MI US","2013-02-05","0.10","3.7","5",,"24","17","17",
"USC00200228","ANN ARBOR SE, MI US","2013-02-06","0.02","0.2","4",,"28","11","11",
"USC00200228","ANN ARBOR SE, MI US","2013-02-07","0.00","0.0","2",,"32","10","26","0.2"
"USC00200228","ANN ARBOR SE, MI US","2013-02-08","0.31","2.7","3",,"40","26","29",
"USC00200228","ANN ARBOR SE, MI US","2013-02-09","0.03","0.5","3",,"29","7","7",
"USC00200228","ANN ARBOR SE, MI US","2013-02-10","0.00","0.0","3",,"33","6","19","0.4"
"USC00200228","ANN ARBOR SE, MI US","2013-02-11","0.11","0.0","1",,"44","19","42",
"USC00200228","ANN ARBOR SE, MI US","2013-02-12","0.00","0.1","0",,"42","30","30",
"USC00200228","ANN ARBOR SE, MI US","2013-02-13","0.00","0.0","0",,"32","26","26",
"USC00200228","ANN ARBOR SE, MI US","2013-02-14","0.00","0.0","0",,"40","26","30",
"USC00200228","ANN ARBOR SE, MI US","2013-02-15","0.01","0.2","0",,"40","26","26",
"USC00200228","ANN ARBOR SE, MI US","2013-02-16","0.00","0.0","0",,"30","16","17",
"USC00200228","ANN ARBOR SE, MI US","2013-02-17","0.04","1.0","0",,"27","10","10",
"USC00200228","ANN ARBOR SE, MI US","2013-02-18","0.00","0.0","0",,"25","10","21",
"USC00200228","ANN ARBOR SE, MI US","2013-02-19","0.20","0.0","0",,"46","21","33",
"USC00200228","ANN ARBOR SE, MI US","2013-02-20","0.07","1.9","1",,"33","15","15",
"USC00200228","ANN ARBOR SE, MI US","2013-02-21","0.02","0.5","1",,"22","15","21",
"USC00200228","ANN ARBOR SE, MI US","2013-02-22","0.05","0.6","1",,"28","21","23",
"USC00200228","ANN ARBOR SE, MI US","2013-02-23","0.25","1.8","2",,"33","23","28",
"USC00200228","ANN ARBOR SE, MI US","2013-02-24","0.01","0.1","2",,"34","20","20",
"USC00200228","ANN ARBOR SE, MI US","2013-02-25","0.00","0.0","2",,"38","16","17","0.2"
"USC00200228","ANN ARBOR SE, MI US","2013-02-26","0.00","0.0","0",,"43","17","29",
"USC00200228","ANN ARBOR SE, MI US","2013-02-27","1.58","7.0","7",,"35","29","32",
"USC00200228","ANN ARBOR SE, MI US","2013-02-28","0.10","1.0","6",,"35","32","33",
"USC00200228","ANN ARBOR SE, MI US","2013-03-01","0.01","0.1","4",,"39","26","26",
"USC00200228","ANN ARBOR SE, MI US","2013-03-02","0.01","0.1","4",,"27","24","24",
"USC00200228","ANN ARBOR SE, MI US","2013-03-03","0.02","0.4","4",,"26","18","19",
"USC00200228","ANN ARBOR SE, MI US","2013-03-04","0.00","0.0","4",,"31","12","13","0.9"
"USC00200228","ANN ARBOR SE, MI US","2013-03-05","0.00","0.0","4",,"36","13","21",
"USC00200228","ANN ARBOR SE, MI US","2013-03-06","0.00","0.0","3",,"38","21","27","0.8"
"USC00200228","ANN ARBOR SE, MI US","2013-03-07","0.00","0.0","3",,"41","27","32",
"USC00200228","ANN ARBOR SE, MI US","2013-03-08","0.00","0.0","3",,"37","18","21",
"USC00200228","ANN ARBOR SE, MI US","2013-03-09","0.00","0.0","2",,"45","21","23",
"USC00200228","ANN ARBOR SE, MI US","2013-03-10","0.01","0.0","0",,"44","23","38",
"USC00200228","ANN ARBOR SE, MI US","2013-03-11","0.03","0.0","0",,"63","38","49",
"USC00200228","ANN ARBOR SE, MI US","2013-03-12","0.27","0.0","0",,"52","34","34",
"USC00200228","ANN ARBOR SE, MI US","2013-03-13","0.08","1.0","1",,"36","27","27",
"USC00200228","ANN ARBOR SE, MI US","2013-03-14","0.05","0.9","0",,"33","19","19",
"USC00200228","ANN ARBOR SE, MI US","2013-03-15","0.00","0.0","0",,"42","19","33",
"USC00200228","ANN ARBOR SE, MI US","2013-03-16","0.24","1.9","2",,"40","27","27","0.2"
"USC00200228","ANN ARBOR SE, MI US","2013-03-17","0.02","0.2","2",,"32","20","21",
"USC00200228","ANN ARBOR SE, MI US","2013-03-18","0.00","0.0","0",,"35","21","29",
"USC00200228","ANN ARBOR SE, MI US","2013-03-19","0.10","0.4","0",,"35","24","24",
"USC00200228","ANN ARBOR SE, MI US","2013-03-20","0.01","0.2","0",,"28","22","24",
"USC00200228","ANN ARBOR SE, MI US","2013-03-21","0.01","0.4","0",,"30","15","17",
"USC00200228","ANN ARBOR SE, MI US","2013-03-22","0.03","0.6","0",,"32","17","27",
"USC00200228","ANN ARBOR SE, MI US","2013-03-23","0.00","0.0","0",,"41","19","19",
"USC00200228","ANN ARBOR SE, MI US","2013-03-24","0.00","0.0","0",,"40","19","24",
"USC00200228","ANN ARBOR SE, MI US","2013-03-25","0.00","0.1","0",,"37","24","31",
"USC00200228","ANN ARBOR SE, MI US","2013-03-26","0.00","0.0","0",,"41","31","33",
"USC00200228","ANN ARBOR SE, MI US","2013-03-27","0.01","0.1","0",,"44","30","30",
"USC00200228","ANN ARBOR SE, MI US","2013-03-28","0.00","0.0","0",,"49","30","30",
"USC00200228","ANN ARBOR SE, MI US","2013-03-29","0.00","0.0","0",,"53","29","29",
"USC00200228","ANN ARBOR SE, MI US","2013-03-30","0.00","0.0","0",,"53","24","24",
"USC00200228","ANN ARBOR SE, MI US","2013-03-31","0.00","0.0","0",,"56","24","40",
"USC00200228","ANN ARBOR SE, MI US","2013-04-01","0.05","0.0","0",,"60","28","28",
"USC00200228","ANN ARBOR SE, MI US","2013-04-02","0.00","0.0","0",,"42","22","22",
"USC00200228","ANN ARBOR SE, MI US","2013-04-03","0.00","0.0","0",,"44","22","24",
"USC00200228","ANN ARBOR SE, MI US","2013-04-04","0.00","0.0","0",,"44","21","23",
"USC00200228","ANN ARBOR SE, MI US","2013-04-05","0.00","0.0","0",,"56","23","35",
"USC00200228","ANN ARBOR SE, MI US","2013-04-06","0.00","0.0","0",,"49","27","33",
"USC00200228","ANN ARBOR SE, MI US","2013-04-07","0.00","0.0","0",,"58","33","56",
"USC00200228","ANN ARBOR SE, MI US","2013-04-08","0.00","0.0","0",,"56","33","37",
"USC00200228","ANN ARBOR SE, MI US","2013-04-09","0.18","0.0","0",,"66","37","43",
"USC00200228","ANN ARBOR SE, MI US","2013-04-10","0.06","0.0","0",,"56","43","43",
"USC00200228","ANN ARBOR SE, MI US","2013-04-11","1.40","0.0","0",,"45","38","38",
"USC00200228","ANN ARBOR SE, MI US","2013-04-12","0.59","0.0","0",,"38","36","36",
"USC00200228","ANN ARBOR SE, MI US","2013-04-13","0.03","0.0","0",,"43","36","36",
"USC00200228","ANN ARBOR SE, MI US","2013-04-14","0.01","0.1","0",,"42","31","34",
"USC00200228","ANN ARBOR SE, MI US","2013-04-15","0.03","0.2","0",,"50","34","36",
"USC00200228","ANN ARBOR SE, MI US","2013-04-16","0.32","0.0","0",,"69","36","48",
"USC00200228","ANN ARBOR SE, MI US","2013-04-17","0.00","0.0","0",,"62","40","40",
"USC00200228","ANN ARBOR SE, MI US","2013-04-18","0.87","0.0","0",,"59","40","48",
"USC00200228","ANN ARBOR SE, MI US","2013-04-19","1.00","0.0","0",,"68","45","45",
"USC00200228","ANN ARBOR SE, MI US","2013-04-20","0.05","0.4","0",,"45","30","30",
"USC00200228","ANN ARBOR SE, MI US","2013-04-21","0.00","0.0","0",,"42","21","23",
"USC00200228","ANN ARBOR SE, MI US","2013-04-22","0.00","0.0","0",,"49","23","31",
"USC00200228","ANN ARBOR SE, MI US","2013-04-23","0.00","0.0","0",,"63","31","38",
"USC00200228","ANN ARBOR SE, MI US","2013-04-24","0.57","0.0","0",,"70","37","37",
"USC00200228","ANN ARBOR SE, MI US","2013-04-25","0.22","0.3","0",,"42","30","34",
"USC00200228","ANN ARBOR SE, MI US","2013-04-26","0.17","0.2","0",,"52","27","29",
"USC00200228","ANN ARBOR SE, MI US","2013-04-27","0.00","0.0","0",,"60","29","34",
"USC00200228","ANN ARBOR SE, MI US","2013-04-28","0.00","0.0","0",,"70","34","49",
"USC00200228","ANN ARBOR SE, MI US","2013-04-29","0.32","0.0","0",,"54","49","52",
"USC00200228","ANN ARBOR SE, MI US","2013-04-30","0.00","0.0","0",,"71","52","54",
"USC00200228","ANN ARBOR SE, MI US","2013-05-01","0.01",,,,"73","46","48",
"USC00200228","ANN ARBOR SE, MI US","2013-05-02","0.00",,,,"81","48","52",
"USC00200228","ANN ARBOR SE, MI US","2013-05-03","0.00",,,,"79","52","59",
"USC00200228","ANN ARBOR SE, MI US","2013-05-04","0.00",,,,"77","52","55",
"USC00200228","ANN ARBOR SE, MI US","2013-05-05","0.00",,,,"73","50","55",
"USC00200228","ANN ARBOR SE, MI US","2013-05-06","0.00",,,,"73","43","49",
"USC00200228","ANN ARBOR SE, MI US","2013-05-07","0.00",,,,"75","48","52",
"USC00200228","ANN ARBOR SE, MI US","2013-05-08","0.00",,,,"76","50","58",
"USC00200228","ANN ARBOR SE, MI US","2013-05-09","0.01",,,,"82","48","54",
"USC00200228","ANN ARBOR SE, MI US","2013-05-10","0.25",,,,"81","49","51",
"USC00200228","ANN ARBOR SE, MI US","2013-05-11","0.00",,,,"72","43","43",
"USC00200228","ANN ARBOR SE, MI US","2013-05-12","0.02",,,,"63","35","39",
"USC00200228","ANN ARBOR SE, MI US","2013-05-13","0.00",,,,"50","27","33",
"USC00200228","ANN ARBOR SE, MI US","2013-05-14","0.00",,,,"56","33","45",
"USC00200228","ANN ARBOR SE, MI US","2013-05-15","0.00",,,,"79","45","67",
"USC00200228","ANN ARBOR SE, MI US","2013-05-16","0.00",,,,"83","48","51",
"USC00200228","ANN ARBOR SE, MI US","2013-05-17","0.00",,,,"83","49","51",
"USC00200228","ANN ARBOR SE, MI US","2013-05-18","0.00",,,,"76","51","56",
"USC00200228","ANN ARBOR SE, MI US","2013-05-19","0.00",,,,"82","51","55",
"USC00200228","ANN ARBOR SE, MI US","2013-05-20","0.00",,,,"87","55","63",
"USC00200228","ANN ARBOR SE, MI US","2013-05-21","0.00",,,,"91","63","69",
"USC00200228","ANN ARBOR SE, MI US","2013-05-22","0.12",,,,"85","62","65",
"USC00200228","ANN ARBOR SE, MI US","2013-05-23","0.09",,,,"81","58","60",
"USC00200228","ANN ARBOR SE, MI US","2013-05-24","0.12",,,,"65","39","41",
"USC00200228","ANN ARBOR SE, MI US","2013-05-25","0.00",,,,"56","33","38",
"USC00200228","ANN ARBOR SE, MI US","2013-05-26","0.00",,,,"66","34","40",
"USC00200228","ANN ARBOR SE, MI US","2013-05-27","0.00",,,,"72","40","45",
"USC00200228","ANN ARBOR SE, MI US","2013-05-28","0.72",,,,"60","45","53",
"USC00200228","ANN ARBOR SE, MI US","2013-05-29","0.09",,,,"78","53","67",
"USC00200228","ANN ARBOR SE, MI US","2013-05-30","0.00",,,,"84","60","64",
"USC00200228","ANN ARBOR SE, MI US","2013-05-31","0.25",,,,"90","64","68",
"USC00200228","ANN ARBOR SE, MI US","2013-06-01","0.22",,,,"81","62","63",
"USC00200228","ANN ARBOR SE, MI US","2013-06-02","0.00",,,,"80","63","64",
"USC00200228","ANN ARBOR SE, MI US","2013-06-03","0.00",,,,"73","40","45",
"USC00200228","ANN ARBOR SE, MI US","2013-06-04","0.00",,,,"68","43","50",
"USC00200228","ANN ARBOR SE, MI US","2013-06-05","0.00",,,,"75","49","52",
"USC00200228","ANN ARBOR SE, MI US","2013-06-06","0.00",,,,"77","52","55",
"USC00200228","ANN ARBOR SE, MI US","2013-06-07","0.00",,,,"71","50","53",
"USC00200228","ANN ARBOR SE, MI US","2013-06-08","0.00",,,,"62","53","57",
"USC00200228","ANN ARBOR SE, MI US","2013-06-09","0.00",,,,"75","55","60",
"USC00200228","ANN ARBOR SE, MI US","2013-06-10","1.04",,,,"78","60","60",
"USC00200228","ANN ARBOR SE, MI US","2013-06-11","0.53",,,,"72","60","65",
"USC00200228","ANN ARBOR SE, MI US","2013-06-12","0.00",,,,"85","61","68",
"USC00200228","ANN ARBOR SE, MI US","2013-06-13","1.57",,,,"80","60","60",
"USC00200228","ANN ARBOR SE, MI US","2013-06-14","0.00",,,,"77","58","59",
"USC00200228","ANN ARBOR SE, MI US","2013-06-15","0.00",,,,"77","52","57",
"USC00200228","ANN ARBOR SE, MI US","2013-06-16","0.34",,,,"81","57","65",
"USC00200228","ANN ARBOR SE, MI US","2013-06-17","0.00",,,,"82","55","60",
"USC00200228","ANN ARBOR SE, MI US","2013-06-18","0.01",,,,"86","56","57",
"USC00200228","ANN ARBOR SE, MI US","2013-06-19","0.00",,,,"73","44","52",
"USC00200228","ANN ARBOR SE, MI US","2013-06-20","0.00",,,,"78","48","54",
"USC00200228","ANN ARBOR SE, MI US","2013-06-21","0.00",,,,"83","54","60",
"USC00200228","ANN ARBOR SE, MI US","2013-06-22","0.00",,,,"87","60","68",
"USC00200228","ANN ARBOR SE, MI US","2013-06-23","0.00",,,,"90","66","69",
"USC00200228","ANN ARBOR SE, MI US","2013-06-24","0.00",,,,"90","66","70",
"USC00200228","ANN ARBOR SE, MI US","2013-06-25","0.02",,,,"90","66","68",
"USC00200228","ANN ARBOR SE, MI US","2013-06-26","0.83",,,,"86","64","66",
"USC00200228","ANN ARBOR SE, MI US","2013-06-27","0.44",,,,"85","66","70",
"USC00200228","ANN ARBOR SE, MI US","2013-06-28","2.43","0.0","0",,"85","61","64",
"USC00200228","ANN ARBOR SE, MI US","2013-06-29","0.81",,,,"78","59","63",
"USC00200228","ANN ARBOR SE, MI US","2013-06-30","0.35",,,,"73","58","60",
"USC00200228","ANN ARBOR SE, MI US","2013-07-01","0.00",,,,"79","58","60",
"USC00200228","ANN ARBOR SE, MI US","2013-07-02","0.29",,,,"67","58","60",
"USC00200228","ANN ARBOR SE, MI US","2013-07-03","0.00",,,,"75","59","61",
"USC00200228","ANN ARBOR SE, MI US","2013-07-04","0.00",,,,"84","61","68",
"USC00200228","ANN ARBOR SE, MI US","2013-07-05","0.03",,,,"81","68","69",
"USC00200228","ANN ARBOR SE, MI US","2013-07-06","0.00",,,,"83","66","67",
"USC00200228","ANN ARBOR SE, MI US","2013-07-07","0.11",,,,"86","67","70",
"USC00200228","ANN ARBOR SE, MI US","2013-07-08","0.04",,,,"83","66","69",
"USC00200228","ANN ARBOR SE, MI US","2013-07-09","0.11",,,,"84","69","71",
"USC00200228","ANN ARBOR SE, MI US","2013-07-10","0.16",,,,"90","71","74",
"USC00200228","ANN ARBOR SE, MI US","2013-07-11","0.11","0.0","0",,"86","58","61",
"USC00200228","ANN ARBOR SE, MI US","2013-07-12","0.00",,,,"79","53","58",
"USC00200228","ANN ARBOR SE, MI US","2013-07-13","0.00",,,,"83","58","63",
"USC00200228","ANN ARBOR SE, MI US","2013-07-14","0.00",,,,"85","62","66",
"USC00200228","ANN ARBOR SE, MI US","2013-07-15","0.00",,,,"90","66","72",
"USC00200228","ANN ARBOR SE, MI US","2013-07-16","1.60",,,,"93","72","75",
"USC00200228","ANN ARBOR SE, MI US","2013-07-17","0.00",,,,"91","71","75",
"USC00200228","ANN ARBOR SE, MI US","2013-07-18","0.00",,,,"93","71","73",
"USC00200228","ANN ARBOR SE, MI US","2013-07-19","0.00",,,,"93","73","76",
"USC00200228","ANN ARBOR SE, MI US","2013-07-20","0.37",,,,"92","69","70",
"USC00200228","ANN ARBOR SE, MI US","2013-07-21","0.00",,,,"85","62","63",
"USC00200228","ANN ARBOR SE, MI US","2013-07-22","0.03",,,,"84","63","67",
"USC00200228","ANN ARBOR SE, MI US","2013-07-23","0.00",,,,"84","65","67",
"USC00200228","ANN ARBOR SE, MI US","2013-07-24","0.11",,,,"85","56","56",
"USC00200228","ANN ARBOR SE, MI US","2013-07-25","0.00",,,,"74","47","50",
"USC00200228","ANN ARBOR SE, MI US","2013-07-26","0.00",,,,"79","50","54",
"USC00200228","ANN ARBOR SE, MI US","2013-07-27","0.11",,,,"81","54","64",
"USC00200228","ANN ARBOR SE, MI US","2013-07-28","0.20",,,,"76","49","51",
"USC00200228","ANN ARBOR SE, MI US","2013-07-29","0.00",,,,"67","51","56",
"USC00200228","ANN ARBOR SE, MI US","2013-07-30","0.00",,,,"71","49","50",
"USC00200228","ANN ARBOR SE, MI US","2013-07-31","0.00",,,,"80","50","65",
"USC00200228","ANN ARBOR SE, MI US","2013-08-01","0.14",,,,"78","61","62",
"USC00200228","ANN ARBOR SE, MI US","2013-08-02","0.10",,,,"80","53","56",
"USC00200228","ANN ARBOR SE, MI US","2013-08-03","0.00",,,,"72","56","59",
"USC00200228","ANN ARBOR SE, MI US","2013-08-04","0.00",,,,"78","53","55",
"USC00200228","ANN ARBOR SE, MI US","2013-08-05","0.00",,,,"74","50","53",
"USC00200228","ANN ARBOR SE, MI US","2013-08-06","0.01",,,,"72","53","63",
"USC00200228","ANN ARBOR SE, MI US","2013-08-07","0.05",,,,"79","63","65",
"USC00200228","ANN ARBOR SE, MI US","2013-08-08","0.16",,,,"84","64","65",
"USC00200228","ANN ARBOR SE, MI US","2013-08-09","0.00",,,,"77","58","58",
"USC00200228","ANN ARBOR SE, MI US","2013-08-10","0.00",,,,"81","58","63",
"USC00200228","ANN ARBOR SE, MI US","2013-08-11","0.00",,,,"79","54","54",
"USC00200228","ANN ARBOR SE, MI US","2013-08-12","0.00",,,,"79","54","64",
"USC00200228","ANN ARBOR SE, MI US","2013-08-13","2.93",,,,"74","58","58",
"USC00200228","ANN ARBOR SE, MI US","2013-08-14","0.00",,,,"67","49","50",
"USC00200228","ANN ARBOR SE, MI US","2013-08-15","0.00",,,,"72","46","48",
"USC00200228","ANN ARBOR SE, MI US","2013-08-16","0.00",,,,"75","48","54",
"USC00200228","ANN ARBOR SE, MI US","2013-08-17","0.00",,,,"79","51","51",
"USC00200228","ANN ARBOR SE, MI US","2013-08-18","0.00",,,,"80","51","57",
"USC00200228","ANN ARBOR SE, MI US","2013-08-19","0.00",,,,"82","54","55",
"USC00200228","ANN ARBOR SE, MI US","2013-08-20","0.00",,,,"82","55","58",
"USC00200228","ANN ARBOR SE, MI US","2013-08-21","0.00",,,,"85","58","62",
"USC00200228","ANN ARBOR SE, MI US","2013-08-22","0.00",,,,"86","62","69",
"USC00200228","ANN ARBOR SE, MI US","2013-08-23","0.00",,,,"82","57","59",
"USC00200228","ANN ARBOR SE, MI US","2013-08-24","0.00",,,,"82","53","54",
"USC00200228","ANN ARBOR SE, MI US","2013-08-25","0.00",,,,"81","53","55",
"USC00200228","ANN ARBOR SE, MI US","2013-08-26","0.00",,,,"86","55","61",
"USC00200228","ANN ARBOR SE, MI US","2013-08-27","0.36",,,,"87","61","72",
"USC00200228","ANN ARBOR SE, MI US","2013-08-28","0.34",,,,"84","72","73",
"USC00200228","ANN ARBOR SE, MI US","2013-08-29","0.01",,,,"83","64","65",
"USC00200228","ANN ARBOR SE, MI US","2013-08-30","0.00",,,,"88","61","63",
"USC00200228","ANN ARBOR SE, MI US","2013-08-31","0.56",,,,"87","63","70",
"USC00200228","ANN ARBOR SE, MI US","2013-09-01","0.03",,,,"82","67","67",
"USC00200228","ANN ARBOR SE, MI US","2013-09-02","0.00",,,,"83","67","68",
"USC00200228","ANN ARBOR SE, MI US","2013-09-03","0.00",,,,"78","57","57",
"USC00200228","ANN ARBOR SE, MI US","2013-09-04","0.00",,,,"75","51","52",
"USC00200228","ANN ARBOR SE, MI US","2013-09-05","0.00",,,,"81","52","53",
"USC00200228","ANN ARBOR SE, MI US","2013-09-06","0.00",,,,"71","43","44",
"USC00200228","ANN ARBOR SE, MI US","2013-09-07","0.00",,,,"76","44","55",
"USC00200228","ANN ARBOR SE, MI US","2013-09-08","0.03",,,,"83","55","67",
"USC00200228","ANN ARBOR SE, MI US","2013-09-09","0.00",,,,"76","51","58",
"USC00200228","ANN ARBOR SE, MI US","2013-09-10","0.31",,,,"78","58","70",
"USC00200228","ANN ARBOR SE, MI US","2013-09-11","0.00",,,,"93","67","67",
"USC00200228","ANN ARBOR SE, MI US","2013-09-12","0.12",,,,"91","65","65",
"USC00200228","ANN ARBOR SE, MI US","2013-09-13","0.00",,,,"79","51","52",
"USC00200228","ANN ARBOR SE, MI US","2013-09-14","0.00",,,,"61","36","36",
"USC00200228","ANN ARBOR SE, MI US","2013-09-15","0.00",,,,"69","36","46",
"USC00200228","ANN ARBOR SE, MI US","2013-09-16","0.06",,,,"65","46","54",
"USC00200228","ANN ARBOR SE, MI US","2013-09-17","0.00",,,,"64","35","36",
"USC00200228","ANN ARBOR SE, MI US","2013-09-18","0.00",,,,"70","36","46",
"USC00200228","ANN ARBOR SE, MI US","2013-09-19","0.00",,,,"76","46","55",
"USC00200228","ANN ARBOR SE, MI US","2013-09-20","0.52",,,,"81","55","68",
"USC00200228","ANN ARBOR SE, MI US","2013-09-21","0.48",,,,"81","58","58",
"USC00200228","ANN ARBOR SE, MI US","2013-09-22","0.00",,,,"70","49","49",
"USC00200228","ANN ARBOR SE, MI US","2013-09-23","0.00",,,,"60","39","42",
"USC00200228","ANN ARBOR SE, MI US","2013-09-24","0.00",,,,"63","40","40",
"USC00200228","ANN ARBOR SE, MI US","2013-09-25","0.00",,,,"68","40","45",
"USC00200228","ANN ARBOR SE, MI US","2013-09-26","0.00",,,,"71","44","44",
"USC00200228","ANN ARBOR SE, MI US","2013-09-27","0.00",,,,"76","43","43",
"USC00200228","ANN ARBOR SE, MI US","2013-09-28","0.00",,,,"76","43","55",
"USC00200228","ANN ARBOR SE, MI US","2013-09-29","0.00",,,,"77","53","58",
"USC00200228","ANN ARBOR SE, MI US","2013-09-30","0.16",,,,"64","56","57",
"USC00200228","ANN ARBOR SE, MI US","2013-10-01","0.00","0.0","0",,"72","47","47",
"USC00200228","ANN ARBOR SE, MI US","2013-10-02","0.00","0.0","0",,"68","47","54",
"USC00200228","ANN ARBOR SE, MI US","2013-10-03","0.00","0.0","0",,"80","52","55",
"USC00200228","ANN ARBOR SE, MI US","2013-10-04","0.03","0.0","0",,"76","55","64",
"USC00200228","ANN ARBOR SE, MI US","2013-10-05","0.13","0.0","0",,"80","64","64",
"USC00200228","ANN ARBOR SE, MI US","2013-10-06","0.06","0.0","0",,"74","64","65",
"USC00200228","ANN ARBOR SE, MI US","2013-10-07","0.26","0.0","0",,"70","43","43",
"USC00200228","ANN ARBOR SE, MI US","2013-10-08","0.00","0.0","0",,"60","37","37",
"USC00200228","ANN ARBOR SE, MI US","2013-10-09","0.00","0.0","0",,"69","37","38",
"USC00200228","ANN ARBOR SE, MI US","2013-10-10","0.00","0.0","0",,"71","38","42",
"USC00200228","ANN ARBOR SE, MI US","2013-10-11","0.00","0.0","0",,"73","37","39",
"USC00200228","ANN ARBOR SE, MI US","2013-10-12","0.00","0.0","0",,"74","39","45",
"USC00200228","ANN ARBOR SE, MI US","2013-10-13","0.00","0.0","0",,"78","45","55",
"USC00200228","ANN ARBOR SE, MI US","2013-10-14","0.00","0.0","0",,"69","42","43",
"USC00200228","ANN ARBOR SE, MI US","2013-10-15","0.00","0.0","0",,"66","39","39",
"USC00200228","ANN ARBOR SE, MI US","2013-10-16","0.06","0.0","0",,"63","39","54",
"USC00200228","ANN ARBOR SE, MI US","2013-10-17","0.00","0.0","0",,"60","44","44",
"USC00200228","ANN ARBOR SE, MI US","2013-10-18","0.18","0.0","0",,"51","40","40",
"USC00200228","ANN ARBOR SE, MI US","2013-10-19","0.02","0.0","0",,"64","39","42",
"USC00200228","ANN ARBOR SE, MI US","2013-10-20","0.21","0.0","0",,"48","36","36",
"USC00200228","ANN ARBOR SE, MI US","2013-10-21","0.00","0.0","0",,"60","36","48",
"USC00200228","ANN ARBOR SE, MI US","2013-10-22","0.03","0.0","0",,"53","28","29",
"USC00200228","ANN ARBOR SE, MI US","2013-10-23","0.00","0.0","0",,"51","29","30",
"USC00200228","ANN ARBOR SE, MI US","2013-10-24","0.00","0.0","0",,"48","29","34",
"USC00200228","ANN ARBOR SE, MI US","2013-10-25","0.00","0.0","0",,"48","31","33",
"USC00200228","ANN ARBOR SE, MI US","2013-10-26","0.00","0.0","0",,"50","33","42",
"USC00200228","ANN ARBOR SE, MI US","2013-10-27","0.11","0.0","0",,"50","30","33",
"USC00200228","ANN ARBOR SE, MI US","2013-10-28","0.00","0.0","0",,"54","28","30",
"USC00200228","ANN ARBOR SE, MI US","2013-10-29","0.00","0.0","0",,"52","30","40",
